"LIMIT_BAL","SEX","EDU_GRAD_SCHOOL","EDU_UNIVERSITY","EDU_HIGH_SCHOOL","EDU_OTHER","MARITAL_MARRIED","MARITAL_SINGLE","MARITAL_OTHER","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","DELTA_1","DELTA_2","DELTA_3","DELTA_4","DELTA_5","DELTA_6","default payment next month"
30000,1,0,0,1,0,0,1,0,39,0,0,0,0,0,0,25759,-22302,27572,25387,11207,0,0
30000,1,0,0,1,0,0,1,0,27,-1,-1,0,0,0,-1,1769,-11894,12301,10990,13690,300,0
310000,0,1,0,0,0,0,1,0,33,0,0,2,0,0,0,42324,49942,50531,50175,27869,28695,0
30000,1,0,1,0,0,1,0,0,31,0,0,0,0,0,0,24405,28084,29615,23005,24067,15855,1
440000,0,1,0,0,0,0,1,0,52,2,0,0,0,0,0,409596,403498,396321,388569,361248,429264,1
50000,1,1,0,0,0,0,1,0,27,3,2,2,2,2,2,31202,33070,33306,33933,34716,35869,1
70000,0,0,1,0,0,0,1,0,38,0,0,0,-1,0,0,70278,44850,12379,-26115,28251,28877,0
260000,1,1,0,0,0,0,1,0,31,0,0,0,0,0,0,172641,159912,103223,105360,77757,75073,0
320000,0,1,0,0,0,1,0,0,46,-1,-1,-1,0,0,0,-8963,-53955,70931,60436,43629,-37462,0
210000,1,0,1,0,0,1,0,0,34,0,0,0,0,0,0,124791,105426,83390,81122,67483,61789,0
280000,1,1,0,0,0,1,0,0,29,0,0,0,0,0,0,54308,58024,60350,61627,55416,57122,0
140000,0,1,0,0,0,0,1,0,32,0,0,0,0,0,0,78768,73707,68167,60410,65150,72781,0
20000,1,0,0,1,0,0,1,0,22,0,0,0,0,0,0,12518,12073,14137,13737,11613,11675,0
340000,0,1,0,0,0,0,1,0,25,-1,0,0,0,0,0,229246,415033,198616,176476,149080,132521,1
70000,1,0,0,1,0,0,0,1,39,0,0,-1,0,-1,0,31244,21193,5803,11983,1148,699,0
120000,1,1,0,0,0,1,0,0,50,1,-1,-1,-2,-1,-1,-16610,16390,0,-660,660,0,0
60000,1,0,1,0,0,0,1,0,24,0,0,0,0,0,0,55435,51920,0,39645,40330,38281,0
30000,0,0,0,1,0,0,1,0,29,0,0,0,0,0,0,26847,27898,28854,29115,14818,12613,0
30000,0,0,1,0,0,0,1,0,29,0,0,0,0,0,0,10539,12109,12244,11304,7588,4573,0
80000,0,1,0,0,0,1,0,0,25,0,0,2,2,0,0,43770,50374,52889,49720,48891,48522,1
50000,0,0,1,0,0,1,0,0,49,0,0,0,0,0,0,27411,19985,18300,15272,13226,12991,0
100000,0,0,0,1,0,0,1,0,37,0,0,0,0,0,0,16116,17319,12356,7049,2955,6018,0
60000,0,0,1,0,0,1,0,0,35,-1,0,0,0,0,0,57123,57640,51106,27270,26412,26798,0
10000,1,0,1,0,0,0,1,0,23,-1,5,4,3,2,2,4205,4003,3800,3597,2395,4187,1
280000,1,1,0,0,0,1,0,0,41,-2,-1,0,0,-2,-2,-7249,-21812,36670,-1455,-1568,-21645,0
250000,1,0,0,1,0,0,1,0,47,-2,-2,-2,-2,-2,-2,-20111,27415,-1930,287,-44,1687,0
40000,0,0,1,0,0,1,0,0,48,0,0,-1,-1,-1,-1,1672,-836,0,265,-1429,1735,0
30000,1,1,0,0,0,0,1,0,25,1,2,2,2,0,0,28028,29453,30075,28053,22227,25344,0
50000,0,1,0,0,0,1,0,0,57,0,0,0,0,0,0,40451,38695,6852,6446,6424,6042,0
70000,1,0,0,1,0,0,1,0,29,0,0,0,-1,0,0,67692,65954,-10119,46800,46498,48799,0
130000,1,0,1,0,0,1,0,0,28,0,0,0,0,0,0,80780,82458,72163,77240,40637,38378,0
60000,1,0,1,0,0,0,1,0,24,0,0,0,0,0,0,57439,57611,58507,17190,18502,19197,0
200000,1,0,1,0,0,1,0,0,29,0,0,0,0,0,0,78068,78876,80117,80284,62520,52178,0
100000,1,1,0,0,0,0,1,0,33,0,0,2,0,0,0,82025,97242,91456,92824,89180,61468,0
190000,1,0,1,0,0,0,1,0,30,0,0,0,0,0,0,185824,184581,186361,150367,147393,150894,1
20000,0,0,0,1,0,1,0,0,36,8,7,6,5,4,3,24166,23845,23214,22583,21662,21031,1
230000,0,1,0,0,0,0,1,0,42,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
90000,1,0,1,0,0,0,1,0,26,0,0,2,0,0,0,79013,92996,88339,46957,40256,37827,0
240000,1,1,0,0,0,0,1,0,29,0,0,0,0,0,0,181059,187548,186823,206971,213048,220755,0
20000,1,0,1,0,0,0,1,0,23,2,0,0,0,0,0,10467,12091,13517,13761,10745,18245,1
20000,1,0,0,1,0,0,1,0,22,2,2,0,0,0,-2,19393,17778,18837,11993,0,0,1
50000,1,1,0,0,0,0,1,0,24,0,0,0,0,0,0,1687,2697,4460,4699,4896,3958,0
230000,1,0,1,0,0,0,1,0,40,0,0,0,0,0,0,67742,69233,61321,61271,57134,58510,0
430000,1,0,1,0,0,1,0,0,41,-2,-2,-2,-2,-2,-2,-18589,21419,8850,6705,1032,-2118,0
50000,0,0,1,0,0,1,0,0,34,0,0,0,0,0,0,46953,44299,43219,3234,18636,17173,0
230000,0,0,1,0,0,0,1,0,32,0,0,0,0,0,0,137345,129344,111691,111220,107746,103615,0
240000,1,0,0,0,0,0,1,0,36,-2,-1,2,0,0,-2,-2235,1765,871,716,-155,-155,0
120000,1,1,0,0,0,0,1,0,30,-1,2,-1,-1,-1,-1,330,0,165,-165,165,0,1
280000,1,0,1,0,0,1,0,0,26,0,0,0,0,0,0,248101,240211,226732,180080,78855,31677,0
500000,0,1,0,0,0,0,1,0,29,-1,-1,-1,-1,-1,-1,7615,-22898,-17275,35850,-31509,19853,0
260000,0,0,1,0,0,1,0,0,53,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,0
140000,1,1,0,0,0,0,1,0,31,-1,-1,-1,-1,-1,-1,-102,279,-495,613,-466,690,0
310000,1,0,0,1,0,0,1,0,28,0,0,0,0,0,0,213036,169260,106798,99313,104745,98646,0
50000,1,0,0,1,0,1,0,0,36,2,2,2,2,0,0,43357,45632,46589,29725,28752,28922,0
50000,1,0,0,1,0,1,0,0,35,0,0,0,0,0,0,46783,46789,18226,19074,18521,15521,0
30000,1,0,0,1,0,0,1,0,29,2,2,2,2,2,0,12070,16509,17123,18134,16704,17556,1
200000,0,1,0,0,0,1,0,0,43,0,0,2,0,0,0,128091,152679,141682,139505,144463,135553,0
80000,1,0,0,1,0,0,1,0,33,0,0,0,0,-1,-1,70422,70668,72427,65175,-66096,79128,0
310000,1,0,0,1,0,0,1,0,36,-1,-1,-1,-1,-1,-1,418,4916,-784,-3929,3933,-2861,0
220000,1,0,1,0,0,0,1,0,26,0,0,0,0,0,-1,-50567,106173,208962,72330,-92212,93237,0
80000,1,0,1,0,0,0,1,0,26,0,0,-2,-2,-1,-1,35997,0,0,-2345,15,2330,0
500000,1,1,0,0,0,0,1,0,38,0,0,0,0,0,0,51197,45242,54402,39594,38652,30254,0
100000,1,1,0,0,0,1,0,0,37,0,0,0,0,0,0,66932,68939,69770,70949,71956,75242,0
200000,0,1,0,0,0,1,0,0,37,-1,-1,-1,-1,-1,-1,-468,4503,-1115,-221,-542,1878,1
20000,0,0,1,0,0,0,1,0,39,0,0,0,0,-2,-2,7628,7671,11500,0,0,0,0
20000,1,0,1,0,0,1,0,0,28,0,0,0,0,0,0,71776,74062,48842,40303,27296,7530,0
80000,0,0,1,0,0,0,1,0,38,0,0,0,0,0,0,52197,53289,54861,55310,56430,43508,0
110000,0,0,1,0,0,0,1,0,29,0,0,-2,-2,-2,-2,41300,0,0,0,0,0,0
100000,0,0,1,0,0,1,0,0,38,0,0,0,0,0,0,95060,96408,94652,90923,91056,93820,0
400000,0,0,0,0,0,1,0,0,30,0,-1,-1,-1,-1,-1,3374,-119,0,11,-2223,-8942,0
320000,0,1,0,0,0,1,0,0,40,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
180000,0,0,1,0,0,0,1,0,28,0,0,0,0,0,0,133398,126857,124319,118560,105544,97428,0
180000,1,0,1,0,0,0,1,0,27,0,0,2,0,0,0,3019,6531,5158,4710,3719,3277,0
30000,1,0,1,0,0,0,1,0,22,0,0,0,0,0,0,28523,28299,25758,22106,18212,14452,1
30000,0,0,1,0,0,0,1,0,35,1,3,2,2,2,2,14320,13808,12289,13168,14596,12781,1
240000,1,1,0,0,0,0,1,0,42,0,0,0,0,0,0,226040,232150,215695,200199,198307,173483,0
100000,1,1,0,0,0,0,1,0,24,2,0,0,0,0,0,72794,69100,63575,65499,66584,68647,0
90000,0,0,1,0,0,1,0,0,50,0,0,0,0,0,0,81641,84380,85887,27212,29134,29048,0
20000,0,0,1,0,0,1,0,0,22,0,0,0,0,0,0,17871,18354,19881,19887,19887,0,0
60000,0,0,1,0,0,0,1,0,28,0,0,2,2,2,2,35288,36252,40035,42048,37741,44056,1
90000,0,0,0,1,0,1,0,0,38,2,2,2,0,0,0,27374,29420,26461,29155,16259,14913,0
80000,1,0,1,0,0,1,0,0,40,-1,0,-1,-1,-1,-1,-1315,4434,1415,-480,0,-1160,0
500000,1,1,0,0,0,1,0,0,34,0,0,0,0,0,0,167875,144600,73269,71810,55447,-5006,0
430000,0,1,0,0,0,0,1,0,34,0,0,0,0,-1,0,66963,23893,97061,-316943,294125,278920,0
130000,0,1,0,0,0,0,1,0,27,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
500000,1,0,1,0,0,1,0,0,66,-1,-1,-1,-1,-1,-1,1963,-1233,-8657,-1592,-290275,303512,0
350000,1,0,1,0,0,1,0,0,38,-1,-1,-1,-1,-1,-1,-2468,1116,589,-23545,23555,-732,0
320000,0,1,0,0,0,0,1,0,34,-1,-1,-1,-1,-1,-1,-1553,88,-1760,-1623,2391,85,0
160000,1,0,1,0,0,0,1,0,24,0,0,0,0,0,0,136914,138225,144212,145726,148288,152111,0
110000,0,1,0,0,0,0,1,0,25,2,0,0,0,2,0,106387,92282,83617,80674,76111,75546,1
60000,1,0,0,1,0,0,0,1,53,0,0,0,0,0,0,55517,46977,38727,26636,27397,28039,0
260000,1,0,0,0,1,0,1,0,33,0,0,0,0,0,0,13457,17815,25949,22821,29682,24890,0
50000,0,1,0,0,0,1,0,0,47,0,0,0,0,0,0,46807,48968,51849,51521,51163,51238,0
270000,0,0,1,0,0,0,1,0,44,0,0,0,0,0,0,264054,264820,250389,216944,216782,215027,0
210000,0,1,0,0,0,1,0,0,52,0,0,0,-1,-1,-1,43140,30300,27332,2606,-2537,2906,0
20000,1,0,1,0,0,1,0,0,29,0,0,2,3,3,2,13996,14825,19334,20510,19397,19900,0
30000,1,0,1,0,0,0,1,0,49,2,2,2,2,2,2,28859,25216,30226,26667,31775,29298,0
500000,1,1,0,0,0,1,0,0,56,-1,-1,-1,-1,-1,-1,-154,-28909,19416,-7379,14760,-1864,0
360000,1,1,0,0,0,0,1,0,31,-1,-1,0,0,-1,-1,22249,-3212,5463,2606,-3221,-2055,0
90000,0,0,1,0,0,0,1,0,30,-1,-1,-1,-1,-1,-1,1550,-541,617,-6911,6360,1103,0
10000,1,0,1,0,0,0,1,0,28,0,0,0,0,0,-1,6569,7893,9468,8265,3424,246,0
200000,1,0,1,0,0,0,1,0,36,0,0,0,0,0,0,89101,90037,88084,82620,81945,78631,0
60000,0,0,1,0,0,0,1,0,37,1,-2,-2,-1,-1,-1,-391,-781,-2731,389,-611,609,0
80000,0,0,1,0,0,1,0,0,40,-1,-1,-1,0,0,0,5594,-7525,5241,5143,-12961,25299,0
500000,0,1,0,0,0,0,1,0,32,-2,-1,0,0,0,0,-11922,2873,30862,26124,18489,-18010,0
50000,0,0,1,0,0,1,0,0,21,-1,0,0,0,0,0,45177,45745,46661,46706,47898,48568,0
50000,1,0,1,0,0,0,1,0,24,0,0,0,0,0,0,43704,36227,38651,26248,26279,27649,0
200000,1,1,0,0,0,0,1,0,30,-1,-1,-1,-1,-1,-1,-5862,5935,-122029,125776,700,-860,0
470000,0,0,1,0,0,1,0,0,45,0,0,0,0,0,0,275261,269086,210728,188425,178055,124586,0
180000,1,0,0,1,0,1,0,0,41,-1,-1,-1,-1,-1,-1,1894,-10359,2808,7930,1197,-1291,0
240000,0,0,1,0,0,1,0,0,33,0,0,0,0,0,-1,20486,17867,14653,6836,-1128,1128,0
200000,0,1,0,0,0,1,0,0,30,2,2,2,2,2,2,2500,2500,2500,2500,2500,2500,1
20000,0,0,1,0,0,0,1,0,40,8,7,6,5,4,3,20753,20496,19860,19434,18577,18011,1
80000,1,0,1,0,0,0,1,0,32,0,0,2,0,0,0,8902,13338,13535,14043,14306,14590,1
30000,0,0,1,0,0,0,1,0,54,0,0,2,2,2,2,7568,12075,13565,12055,11525,0,0
200000,1,1,0,0,0,0,1,0,35,-1,-1,-2,-1,0,0,816,0,-3240,3240,3240,0,0
100000,1,0,1,0,0,1,0,0,38,1,2,0,0,0,0,66459,42230,22762,-12152,64037,54946,0
70000,1,0,0,1,0,1,0,0,30,2,2,2,2,2,2,53848,55550,55508,56457,57967,59117,1
140000,0,0,1,0,0,1,0,0,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
30000,1,0,1,0,0,1,0,0,27,2,2,2,3,3,4,25048,26136,26603,27448,28303,29431,0
100000,1,0,1,0,0,0,1,0,27,0,0,0,0,0,2,92687,93408,93765,91061,103039,92203,1
60000,0,0,1,0,0,0,1,0,38,0,0,0,0,0,0,40170,40492,39734,39140,38766,38337,0
50000,1,1,0,0,0,0,1,0,23,-1,-1,2,-1,-1,-1,2917,2763,1375,-1310,-5567,3619,0
120000,1,1,0,0,0,1,0,0,35,-2,-2,-2,-2,-2,-2,0,0,0,0,-150,-824,0
50000,0,0,0,1,0,0,1,0,23,0,0,-1,-1,-1,-1,41813,5009,-3487,817,-3611,6881,0
300000,0,0,1,0,0,0,1,0,28,0,0,0,0,0,0,280491,287999,285147,276385,276736,283883,0
360000,1,1,0,0,0,1,0,0,36,-1,-1,-1,0,0,-2,1471,-10533,10947,9594,0,-37704,0
40000,1,0,1,0,0,1,0,0,36,0,0,0,0,0,0,22230,23340,26056,25947,22254,29645,0
190000,1,0,1,0,0,0,1,0,40,-1,-1,-1,-2,-2,-2,-986,18779,0,0,0,0,0
30000,1,1,0,0,0,0,1,0,23,0,0,0,0,0,0,12994,13253,-25858,28488,26078,25419,0
280000,1,0,0,1,0,0,1,0,47,2,2,-1,-1,2,-1,1792,-2292,1139,1153,-2469,-1907,1
30000,1,0,1,0,0,0,1,0,23,0,0,0,0,0,0,23276,21501,29432,24714,23149,23978,0
500000,1,1,0,0,0,1,0,0,32,-1,-1,-1,-1,0,0,174846,10573,-282562,271562,278887,284305,0
260000,1,1,0,0,0,0,1,0,32,-1,-1,-1,-1,-1,0,-3831,4109,-711,-3276,5336,1285,0
60000,1,0,1,0,0,1,0,0,46,0,0,0,0,0,0,18351,19395,21388,21431,20324,22601,0
70000,1,0,0,1,0,1,0,0,36,0,0,0,2,0,0,27014,26558,32054,30039,30735,31302,1
30000,0,0,1,0,0,0,1,0,27,2,2,2,2,2,0,21465,29058,26236,29383,19131,24979,0
300000,0,0,0,1,0,1,0,0,37,-1,-1,-1,-1,-1,-1,2071,-510,1386,-2458,1900,1364,0
30000,1,0,1,0,0,0,1,0,22,2,2,2,2,2,2,25163,24248,27915,24670,28070,29440,0
40000,0,0,0,1,0,0,1,0,43,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,1
80000,0,1,0,0,0,0,1,0,25,0,0,0,0,0,0,62734,54644,51012,49571,53721,52312,0
50000,0,1,0,0,0,0,1,0,35,0,0,0,0,0,0,46699,11902,17393,17397,17488,17736,1
90000,1,1,0,0,0,1,0,0,38,-1,-1,0,0,-1,-1,-12925,13271,-13640,41398,-2178,2064,0
260000,0,1,0,0,0,0,1,0,29,2,2,2,2,2,2,2497,2497,2497,2497,2497,2497,1
100000,1,1,0,0,0,1,0,0,58,1,2,2,2,2,2,27044,21325,30882,25090,34419,28714,1
280000,0,1,0,0,0,0,1,0,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
80000,1,0,1,0,0,1,0,0,22,0,0,0,0,-2,-2,15587,14527,16361,0,0,0,0
150000,1,0,1,0,0,0,1,0,27,0,0,0,0,0,0,137355,142891,142848,135346,133208,150770,0
90000,1,0,1,0,0,0,1,0,39,-1,0,0,-2,-1,0,-5021,-2847,-1130,-12893,3251,6926,0
130000,1,1,0,0,0,1,0,0,33,-1,2,0,0,0,-1,10640,-5015,15176,12425,1559,3747,0
210000,0,0,1,0,0,0,1,0,36,-1,-1,-1,0,0,-1,-2915,-5909,8307,17891,-15443,22960,0
420000,1,1,0,0,0,0,1,0,44,-1,0,0,0,0,0,-442,-840,3260,3281,1815,2078,0
500000,0,1,0,0,0,0,1,0,39,0,0,0,0,-1,-1,108068,131227,52196,42085,239,-49144,0
180000,0,1,0,0,0,0,1,0,30,1,-2,-2,-2,-1,-1,-203,-1698,-193,-2688,-183,-843,1
150000,1,0,1,0,0,1,0,0,36,0,0,2,0,0,0,133439,140342,136139,132424,134811,131220,0
440000,0,1,0,0,0,0,1,0,30,0,0,0,0,0,0,47735,49938,52190,43812,44421,46512,0
50000,0,1,0,0,0,0,1,0,27,0,0,0,0,0,0,47109,48584,37536,18882,19124,19555,0
140000,0,0,1,0,0,1,0,0,29,-1,-1,-1,0,0,-2,2000,-2368,3074,594,0,0,1
150000,0,1,0,0,0,0,1,0,29,0,0,0,0,0,0,113713,110330,105177,96679,94940,91190,0
150000,1,0,1,0,0,0,1,0,27,2,2,-1,-1,-1,-2,573,-220,-473,693,0,0,0
480000,0,0,0,0,0,0,1,0,49,-2,-2,-2,-2,-2,-2,7174,0,0,0,0,0,0
100000,1,1,0,0,0,0,1,0,35,0,0,0,0,0,0,95731,86479,81891,73606,74920,72285,0
310000,1,1,0,0,0,0,1,0,33,0,0,0,0,0,0,66855,67440,60399,34912,42740,42325,0
280000,1,1,0,0,0,0,1,0,27,0,0,0,0,0,0,51144,53180,32855,34000,35684,20478,0
60000,0,0,1,0,0,0,1,0,51,-1,0,0,0,0,0,8804,9830,10834,11819,12947,14049,1
160000,1,1,0,0,0,0,1,0,31,1,-2,-2,-2,-1,-1,-200,-200,-400,-10199,9896,0,0
90000,0,0,1,0,0,1,0,0,48,0,0,0,0,0,0,48747,49380,50090,48624,47331,45781,0
50000,1,1,0,0,0,0,1,0,28,-1,-1,-1,-1,-1,-1,1672,817,-874,720,-621,145,0
200000,1,0,1,0,0,1,0,0,26,0,0,0,0,0,0,42687,45247,46160,47361,48564,49572,0
240000,0,0,1,0,0,0,1,0,67,0,0,0,0,0,0,491192,391629,453035,426401,406076,228977,0
200000,1,1,0,0,0,1,0,0,32,-1,-1,-1,-1,-1,-1,-18,-388,-4883,1878,1159,3044,0
100000,1,0,1,0,0,0,1,0,23,-2,-2,-2,-1,-1,0,97971,102871,78647,-75311,75592,77365,1
50000,1,1,0,0,0,0,1,0,29,2,0,0,0,0,0,43032,45186,9599,8186,7614,5977,1
240000,1,1,0,0,0,0,1,0,30,-1,-1,-1,-1,-1,-1,650,-5343,2500,0,0,800,0
300000,1,1,0,0,0,0,1,0,25,1,-2,-1,0,0,0,-231,-11072,10610,10420,120,0,0
350000,1,0,0,1,0,1,0,0,43,-1,2,-1,0,-1,-1,14103,-49157,-28734,88880,190,-18522,0
50000,1,0,0,1,0,1,0,0,26,1,2,0,0,0,0,48421,41355,33492,24239,25707,24692,1
50000,1,0,1,0,0,1,0,0,36,0,0,0,0,0,0,43962,36858,27764,28219,28117,28654,0
30000,1,0,1,0,0,0,1,0,25,2,2,2,2,2,2,22322,23938,24429,24514,25253,25668,1
50000,0,0,1,0,0,1,0,0,47,-2,-2,-2,-2,-2,-2,-5280,-2640,1140,-1000,-3702,-31313,0
20000,1,0,1,0,0,1,0,0,34,0,0,0,2,3,2,5627,5759,8618,10313,9863,9050,1
270000,1,0,1,0,0,0,1,0,30,0,0,0,0,0,0,266835,268971,218836,209426,203514,170129,0
380000,0,1,0,0,0,1,0,0,49,2,0,0,0,0,0,366282,368465,342995,295416,535865,297797,1
10000,1,0,1,0,0,0,1,0,22,5,4,3,2,2,2,8541,8270,7995,6942,8224,7786,1
80000,1,0,1,0,0,0,1,0,29,0,0,0,0,0,0,4846,5314,2668,4941,4697,1590,0
240000,1,0,1,0,0,1,0,0,35,2,2,2,2,2,2,30663,32044,32596,33139,33838,35910,1
280000,1,1,0,0,0,0,1,0,35,0,0,0,0,0,0,205200,208268,102739,102480,104521,106880,0
160000,0,1,0,0,0,0,1,0,41,0,0,0,0,2,2,40863,41874,38843,50072,44942,50336,0
180000,1,1,0,0,0,0,1,0,25,0,0,0,0,0,0,108903,80015,68259,63661,60470,55667,0
50000,1,0,1,0,0,1,0,0,35,0,0,0,2,0,0,3265,4264,6974,4315,3645,2455,0
50000,0,0,1,0,0,1,0,0,37,0,0,0,0,0,0,23100,26113,21869,28874,27257,26071,0
20000,0,0,1,0,0,0,1,0,22,1,2,2,2,0,0,14380,11496,15040,13648,13940,13178,0
20000,0,0,1,0,0,0,1,0,33,0,0,0,0,0,0,16886,17268,19205,19203,19275,0,0
140000,0,1,0,0,0,0,1,0,27,0,0,0,0,0,0,69043,67808,56681,42120,40670,39584,0
360000,0,0,1,0,0,0,1,0,28,-2,-2,-2,-2,-1,0,0,0,0,-1090,-6820,-161239,0
180000,0,0,1,0,0,1,0,0,49,-1,-1,-1,-1,-1,-1,26000,0,0,-36246,35586,1470,0
390000,0,1,0,0,0,1,0,0,36,-2,-2,-2,-2,-1,-1,306,2025,-1715,-7830,3565,2594,1
30000,1,0,0,1,0,1,0,0,33,1,2,2,2,0,0,38295,36949,35435,30946,28704,24357,0
210000,1,1,0,0,0,1,0,0,35,-1,-1,-2,-2,-2,-2,3805,0,0,0,0,0,0
20000,0,0,1,0,0,0,1,0,24,0,0,0,2,0,0,4828,4471,9582,8282,8977,10812,0
450000,0,1,0,0,0,1,0,0,43,2,2,-2,-2,-2,-2,1000,0,0,0,0,0,0
50000,0,0,0,1,0,1,0,0,24,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
50000,0,0,0,1,0,0,1,0,46,1,2,0,0,0,0,49220,46161,47410,47718,47910,46682,1
20000,0,0,1,0,0,0,1,0,39,2,2,2,0,0,0,18219,20202,18415,18198,18511,16021,1
200000,1,1,0,0,0,0,1,0,39,-1,-1,-1,-1,-1,-1,-8142,11613,-6660,-21612,-1233,24106,0
230000,1,1,0,0,0,0,1,0,27,0,0,0,0,0,0,67364,64369,52642,41412,38826,34490,0
50000,0,0,1,0,0,1,0,0,41,2,0,0,0,0,0,46386,45691,48650,6764,5906,2679,1
50000,1,0,1,0,0,0,1,0,26,0,0,2,2,2,2,41694,45849,47374,45140,27204,9468,0
50000,0,1,0,0,0,0,1,0,57,0,0,0,0,0,0,48602,48326,48248,21248,19142,18354,0
20000,0,0,1,0,0,0,1,0,23,0,0,2,2,0,0,3714,15179,15723,14173,15340,15245,0
40000,0,1,0,0,0,1,0,0,47,2,2,2,2,2,2,9084,11605,13102,10595,14386,12005,0
100000,0,1,0,0,0,0,1,0,26,-1,-1,-1,-1,-1,-1,177,-118,508,-4580,2306,2274,0
150000,1,0,1,0,0,1,0,0,43,0,0,0,0,0,0,148840,139289,149523,157689,108913,111382,0
240000,0,1,0,0,0,1,0,0,36,0,0,0,0,2,2,13059,13513,15742,18450,16313,18706,0
360000,0,0,1,0,0,1,0,0,37,-2,-1,-1,0,0,-2,-3594,1304,2280,2280,0,0,0
130000,0,1,0,0,0,0,1,0,43,0,0,0,0,0,0,125374,126743,127862,97971,97689,97503,0
50000,1,0,1,0,0,0,1,0,23,0,0,2,2,0,0,7087,23268,10238,10156,14918,10771,0
160000,0,0,1,0,0,1,0,0,60,0,0,0,0,0,0,16430,18051,19209,19885,20157,20394,0
340000,1,0,1,0,0,1,0,0,32,0,0,0,0,0,0,-40885,94669,74217,43480,15559,-394,0
20000,0,0,0,1,0,0,1,0,23,0,0,0,-1,-1,-1,-369,1244,964,1587,-5193,3107,1
60000,0,0,0,1,0,0,1,0,52,0,0,0,0,0,0,20960,22092,22665,24805,21756,23353,0
220000,1,0,1,0,0,1,0,0,35,0,0,0,0,0,0,213150,216834,220853,168517,164545,165076,0
280000,1,1,0,0,0,1,0,0,32,-1,-1,-1,0,0,-1,-1536,-7986,-2198,13282,16759,-7219,1
60000,0,0,1,0,0,1,0,0,30,0,0,0,0,0,0,56601,58182,53353,58009,29265,28831,0
230000,0,1,0,0,0,1,0,0,42,2,0,0,0,0,0,214759,157657,157962,58304,58763,59891,1
120000,1,0,0,1,0,0,0,0,41,0,0,-2,-2,-1,-1,3049,0,0,-1344,415,282,0
240000,1,1,0,0,0,0,1,0,30,-1,-1,0,0,0,-1,-18103,3428,32384,22749,7504,-60,0
420000,1,1,0,0,0,1,0,0,29,-2,-1,-1,-1,-1,-1,104,931,-4875,5028,-2427,3805,0
230000,1,0,1,0,0,0,1,0,31,0,0,-2,-1,-1,0,47906,0,-1255,-78903,77051,78918,0
30000,1,1,0,0,0,0,1,0,26,1,2,0,0,0,-1,30739,28255,29363,18582,-3805,4673,1
210000,1,0,1,0,0,1,0,0,30,0,0,0,0,0,0,128658,131321,126673,120451,121294,100545,0
250000,0,1,0,0,0,0,1,0,29,0,0,0,0,0,0,48768,50042,51779,52503,52685,53885,0
70000,1,0,1,0,0,1,0,0,34,0,0,0,0,0,0,56053,51335,52267,53800,49511,50510,0
20000,1,0,1,0,0,0,1,0,43,0,0,0,0,0,0,18797,19349,19509,9961,17107,6275,0
130000,0,0,0,1,0,1,0,0,44,0,0,0,0,0,0,119170,117318,115409,81365,83346,84969,0
460000,0,1,0,0,0,1,0,0,41,0,0,0,0,0,0,309987,305696,299630,314674,313857,316152,0
170000,1,0,1,0,0,0,1,0,29,0,0,-2,-2,-2,-2,5155,0,0,0,0,0,0
200000,0,0,1,0,0,0,1,0,31,-1,-1,-1,-1,-1,-1,-452,3823,2531,-218,229,-113,0
70000,0,0,0,1,0,1,0,0,43,0,0,0,0,0,6,30296,30786,32242,20668,47052,51651,1
200000,1,1,0,0,0,1,0,0,32,-1,2,-1,-1,0,-1,220,0,-11836,-9054,32726,110,1
20000,1,0,1,0,0,0,1,0,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
200000,0,0,0,1,0,0,1,0,55,0,0,0,0,0,0,188459,176942,170158,153756,156943,150612,0
250000,0,0,1,0,0,0,1,0,45,2,0,0,0,0,0,228434,232598,231306,233803,230510,236302,1
50000,0,0,1,0,0,1,0,0,34,0,0,0,0,0,0,35699,33203,14210,13031,11173,10728,0
30000,1,0,1,0,0,0,1,0,25,0,0,0,2,2,2,24216,24482,26456,28061,29641,31082,0
50000,0,1,0,0,0,1,0,0,44,-1,0,0,0,0,0,48104,49342,48019,19208,17677,19593,0
90000,0,0,0,1,0,1,0,0,45,0,0,0,0,0,0,12116,12494,15444,15333,15970,15969,0
360000,0,1,0,0,0,0,1,0,34,2,2,-2,-2,-2,-2,2500,0,0,0,0,0,0
290000,1,0,1,0,0,1,0,0,45,2,2,-2,-2,-2,-2,89,-6,-1229,-59,1055,-1014,0
170000,0,1,0,0,0,0,1,0,24,0,0,0,0,0,2,163075,167226,154916,87604,101555,94384,0
290000,1,1,0,0,0,1,0,0,52,-1,-1,-1,0,0,-1,31083,2212,-119215,119955,109905,7368,0
30000,0,0,0,1,0,0,1,0,39,1,2,0,0,0,0,27934,25206,27304,23765,23486,24094,1
250000,1,1,0,0,0,1,0,0,25,-1,-1,-1,0,0,0,-1951,-16673,17393,13214,5162,-13010,0
